#mFISH-survey output
#output UTC: Sunday, 02. February 2020 05:28:07PM
#source directory: /home/imaging/surveyNAS02/nas02_survey01_data/IntegrationTest/1001844875
#manifest init time: 2020-01-28T21:34:47.125000+00:00
#decoding dim: 2
,1700022I11Rik,1810046K07Rik,5031425F14Rik,5730522E02Rik,Acta2,Adam2,Adamts2,Adamts4,Adra1b,Alk,Ankfn1,Ano4,Aqp4,Asic4,B4galnt2,B4galnt3,Barx2,Bcl11b,Bdnf,Bgn,Blank-1,Blank-10,Blank-2,Blank-3,Blank-4,Blank-5,Blank-6,Blank-7,Blank-8,Blank-9,Blnk,Bmpr1b,Brinp3,C1ql3,C1qtnf7,Cacng5,Calb1,Calb2,Camk2d,Car3,Cbln2,Cbln4,Ccbe1,Ccdc162,Ccdc3,Ccdc80,Ccnb1,Cd14,Cd24a,Cd52,Cdca7,Cdcp1,Cdh12,Cdh13,Cdh20,Cdh9,Ceacam9,Cemip,Chat,Chn2,Chodl,Chrm2,Chrna2,Cldn5,Clrn1,Cnr1,Cntnap5b,Cobll1,Col14a1,Col15a1,Col23a1,Col24a1,Col25a1,Corin,Cplx3,Crhr2,Crispld2,Cspg4,Ctss,Cux2,Cxcl14,Daam2,Dmkn,Dnase1l3,Dscaml1,Egfem1,Egfr,Egln3,Egr2,Elfn1,Enpp6,Epha7,Fam19a2,Fam84b,Fbxl7,Fezf2,Flrt3,Flt1,Fndc7,Fosb,Foxp2,Frem2,Fst,Gad1,Gad2,Gfap,Glra1,Gpc6,Grik1,Grin3a,Grm1,Grm8,Hpse,Hs3st5,Igf2,Igfbp4,Igfbp5,Igfbp6,Ikzf2,Il1rapl2,Il4ra,Inpp4b,Iqgap2,Itgb8,Kcng1,Kcnj8,L3mbtl4,Lama3,Lamp5,Lhx6,Lmo1,Lsp1,Ltf,Luzp2,Lypd1,Lyzl4,March1,Marcksl1,Meis2,Moxd1,Mrc1,Mrgprx2,Muc20,Mup5,Myh14,Ndst4,Nhs,Nkain3,Nnmt,Nos1,Npas1,Npnt,Npsr1,Npy2r,Nr2f2,Nr4a1,Nr4a2,Ntng2,Nxph1,Nxph2,Nxph4,Olah,Olfm3,Opalin,Oprk1,Osr1,Otof,Parm1,Pcdh8,Pde11a,Pdgfc,Pdgfra,Pdlim5,Penk,Phactr2,Plch1,Plcxd3,Pld5,Plekhg3,Pou3f1,Pou3f3,Pou6f2,Prdm8,Prok2,Prokr2,Prox1,Prr16,Prss12,Prss23,Ptger3,Ptprk,Ptprm,Ptprt,Ptpru,Pvalb,Pxdc1,Rab3b,Ramp1,Reln,Rerg,Rfx3,Rgs5,Rgs6,Rnf152,Ror1,Rorb,Rprml,Rspo1,Rxfp1,Rxfp2,Satb2,Scgn,Sema3e,Sema5a,Serpinf1,Sertm1,Sgcd,Shisa9,Slc17a6,Slc17a7,Slc17a8,Slc25a13,Slc30a3,Slc32a1,Slc44a5,Slco5a1,Sncg,Sox10,Sox6,Sp8,Spon1,Sst,St6galnac5,Sulf1,Sulf2,Syndig1,Syt10,Syt6,Tac2,Tbc1d4,Tcap,Teddm3,Tenm3,Th,Thbs2,Thsd7a,Timp3,Tmem163,Tmtc2,Tnfaip6,Tox,Trp53i11,Trpc4,Trpc6,Tshz2,Tunar,Ubash3b,Unc13c,Unc5b,Unc5d,Ust,Vip,Vipr2,Vtn,Vwc2,Wipf3,Wnt7b,Zfp804b,area,position,total_reads,simpleClass
10,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,1,0,2,0,10,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,2,0,0,1,0,0,0,0,14,0,0,0,0,0,1,0,0,0,1,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,32,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,126,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,11,0,0,0,0,0,0,2,0,1,3,2,0,0,182.25,[1203.41337076 6029.4330543 ],285,97
11,0,0,0,4,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,16,1,0,0,0,0,0,0,1,0,0,1,0,12,1,0,1,1,0,0,0,0,1,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,0,0,0,0,0,0,4,0,0,0,16,0,0,0,0,1,0,2,0,0,0,0,0,3,10,1,0,0,0,0,0,1,0,0,0,24,0,0,5,0,0,0,1,0,0,1,5,0,0,0,48,0,1,0,0,0,1,1,0,1,0,0,5,1,1,0,5,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,0,0,2,1,0,62,0,12,0,0,0,1,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,1,5,280,0,0,0,0,1,0,3,0,0,0,0,6,0,0,4,0,1,0,8,0,0,0,1,0,0,0,0,0,2,0,2,0,1,0,23,0,0,0,0,0,0,2,0,0,5,8,0,1,215.45999999998952,[1206.11337076 6047.8830543 ],663,233
12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,0,0,1,0,0,1,0,1,1,1,1,126,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,8,0,0,0,0,0,0,1,0,0,5,6,1,0,0,1,0,0,0,0,0,1,0,0,0,4,3,1,1,0,0,0,0,0,6,0,0,0,34,14,0,0,3,0,0,3,0,0,5,0,0,0,24,0,0,0,0,0,0,1,0,3,0,12,1,0,8,0,0,0,3,1,0,3,3,0,0,0,38,0,0,0,0,0,1,0,0,0,0,0,7,0,0,0,4,0,0,2,0,0,0,0,0,0,0,2,2,0,38,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,56,0,118,0,0,0,7,0,0,0,0,0,18,2,0,0,3,0,0,0,1,1,0,0,3,220,0,0,0,0,2,0,0,0,1,0,0,18,1,0,7,1,0,1,20,0,0,0,4,0,0,0,0,0,1,0,1,0,3,0,18,2,0,0,0,0,0,28,0,0,15,7,0,0,147.41999999999663,[1203.86337076 6141.9330543 ],972,235
13,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,32,0,0,0,0,0,0,1,2,0,13,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,0,0,0,0,0,0,1,3,0,0,0,4,4,0,1,0,0,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,44,0,0,2,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,5,0,0,3,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,3,0,2,0,0,10,1,0,8,5,0,1,0,0,0,10,0,0,0,2,0,0,0,0,0,0,4,3,276,0,3,0,0,0,0,0,0,0,0,0,10,2,0,3,0,1,0,2,0,0,0,3,0,0,0,2,0,1,0,0,0,2,0,22,0,0,0,0,0,0,2,0,0,3,0,0,0,220.31999999999707,[1206.11337076 6228.7830543 ],553,72
14,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,26,0,1,1,2,0,0,0,0,0,0,1,0,0,1,0,24,2,0,0,0,0,0,0,0,0,5,3,1,0,1,0,0,0,0,5,1,1,0,0,0,3,26,3,0,0,0,1,0,0,2,0,0,0,434,170,0,2,1,12,0,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,7,0,5,0,0,1,3,1,0,2,1,0,2,0,6,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,11,0,0,0,0,0,0,1,3,1,0,0,0,1,0,0,0,1,0,0,3,0,1,0,2,0,0,1,1,0,0,0,9,0,1,30,0,78,0,0,3,8,0,0,0,0,0,2,3,0,0,1,0,1,0,0,0,0,8,2,30,0,1,1,2,9,0,0,0,0,0,0,16,1,0,5,0,1,0,0,1,0,1,2,0,0,1,0,1,3,0,2,0,6,0,11,1,0,0,1,0,1,14,0,0,5,7,0,0,469.7999999999902,[1209.26337076 6207.6330543 ],1104,107
15,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,6,1,0,3,0,0,1,0,0,2,0,4,2,74,0,0,0,1,0,0,0,4,2,0,0,0,0,8,0,0,0,0,0,1,0,0,2,0,0,0,3,8,1,0,0,3,0,0,2,0,2,0,0,0,3,3,0,0,0,2,2,0,1,4,0,0,0,10,2,0,0,2,4,1,1,0,0,0,3,1,2,2,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,1,1,1,5,2,0,44,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,0,4,1,0,0,0,0,3,0,0,0,0,0,0,2,0,0,22,0,12,0,0,2,10,15,0,0,0,0,10,0,0,0,0,0,0,2,2,1,2,3,1,10,1,1,3,0,2,0,0,0,0,0,0,22,0,0,1,0,1,0,32,0,0,0,0,0,2,0,6,0,1,0,0,0,2,1,4,1,0,0,0,0,1,2,0,3,2,0,0,1,340.19999999999345,[1215.56337076 6093.3330543 ],459,105
16,0,0,0,7,10,1,0,4,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,3,0,0,4,1,0,0,0,0,1,0,0,6,0,2,3,0,1,0,2,0,0,3,0,1,192,0,0,0,0,0,2,0,1,2,0,0,0,1,1,0,14,0,1,0,0,0,0,11,0,0,7,7,5,1,3,0,6,1,0,1,3,1,0,0,2,12,18,0,1,1,0,0,0,3,4,0,0,0,188,196,0,0,2,5,2,13,1,0,10,0,0,0,6,0,0,0,0,0,0,2,1,4,1,10,5,1,4,1,0,0,6,0,0,4,2,1,0,0,42,11,0,1,0,2,2,1,0,0,1,1,6,0,3,0,12,0,1,1,0,0,2,0,0,1,3,5,2,1,40,0,0,0,0,4,3,0,0,2,1,0,0,0,1,0,1,0,4,4,3,42,0,206,0,0,2,7,0,0,0,0,0,6,2,0,0,3,0,1,0,1,1,0,5,6,116,0,0,1,2,1,2,3,3,1,0,0,348,3,0,4,0,0,0,46,1,1,3,3,0,0,3,1,0,5,1,1,0,4,0,18,1,1,2,0,0,2,46,1,0,14,4,1,0,524.8800000000017,[1220.06337076 6151.8330543 ],1905,107
17,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,5,0,0,0,0,0,0,1,0,72,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0,0,0,2,1,0,0,0,1,4,1,0,0,2,0,0,0,2,0,0,0,10,10,1,0,3,0,0,2,0,1,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,8,1,1,6,0,0,0,4,0,1,1,3,1,1,0,8,2,0,0,0,0,0,0,1,0,1,0,11,0,1,0,5,0,0,0,1,0,0,0,1,0,0,0,1,0,16,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,26,0,76,1,0,0,8,0,1,0,0,0,2,0,3,0,0,0,0,0,0,0,0,1,2,110,0,1,0,0,0,0,1,1,0,0,0,8,0,0,8,0,0,0,12,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,28,1,0,1,0,0,0,6,1,0,8,0,0,0,194.40000000000737,[1221.41337076 6175.6830543 ],534,107
18,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,14,0,0,2,3,0,1,0,0,0,10,4,4,0,0,0,0,0,0,0,0,0,1,334,0,0,0,0,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,220.31999999999377,[1223.21337076 6230.5830543 ],443,64
19,1,0,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,28,0,1,5,5,0,0,0,0,0,1,1,0,146,0,0,0,0,0,0,0,2,2,0,1,2,0,0,0,12,0,0,0,0,0,0,0,0,0,5,2,1,0,0,2,0,1,0,0,1,1,0,0,0,6,15,2,0,0,2,1,0,0,5,0,1,0,70,24,2,0,1,7,0,6,0,0,1,0,0,2,28,0,0,0,1,0,0,1,0,1,0,26,1,0,7,0,1,0,2,1,0,3,1,0,1,0,30,2,0,0,0,0,3,0,0,0,1,0,3,0,5,0,8,0,0,5,0,0,0,0,1,0,0,4,3,0,32,0,1,0,0,0,3,0,0,1,0,0,0,1,3,0,0,0,1,2,2,54,0,130,0,0,3,7,0,2,0,0,0,28,3,2,0,2,0,0,0,1,0,0,7,9,334,0,0,0,1,4,1,1,0,0,0,0,38,3,0,14,0,2,1,60,1,0,2,2,0,0,1,2,1,3,0,2,1,5,0,37,1,0,2,0,0,0,38,0,0,12,6,0,0,220.31999999999093,[1224.56337076 6127.5330543 ],1381,235
20,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,1,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,1,0,3,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,56,0,1,0,1,0,0,0,1,0,0,0,4,0,0,4,0,0,0,6,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,5,1,0,0,2,0,0,0,0,0,1,1,0,0,181.4399999999933,[1228.16337076 6054.1830543 ],191,104
21,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,1,0,0,0,0,1,0,1,0,0,30,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,34,0,0,0,0,0,1,0,0,0,2,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,3,1,0,0,1,0,0,0,0,0,0,0,74,82,1,0,0,5,1,2,1,0,2,0,1,0,0,0,0,0,0,1,0,1,0,0,0,6,4,0,0,0,0,0,5,0,0,1,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,3,0,1,0,0,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,8,0,86,0,1,1,2,0,1,1,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,56,3,0,0,2,0,0,0,0,0,0,0,432,1,0,4,0,0,0,18,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,5,0,0,0,1,0,0,34,0,0,1,2,0,0,124.74000000000474,[1235.81337076 6113.5830543 ],999,107
22,0,0,0,1,2,0,1,1,0,0,0,1,0,0,1,0,1,6,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,16,1,0,0,0,0,0,1,0,0,1,0,0,28,0,0,0,6,0,1,0,1,0,0,0,0,0,1,0,134,2,0,0,0,0,0,0,0,0,10,3,0,1,1,3,0,0,0,1,3,0,0,0,0,11,12,0,1,0,2,0,0,1,3,0,0,0,104,46,0,0,1,11,1,8,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,2,0,40,7,0,4,0,0,0,3,1,0,3,1,0,3,0,4,0,1,0,0,0,0,3,0,0,1,0,2,1,1,0,7,0,0,1,0,0,0,1,3,2,3,2,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,7,0,2,18,0,94,0,1,4,12,0,2,0,0,0,10,0,1,0,1,0,0,0,0,0,0,3,1,222,0,2,0,2,5,0,1,0,0,0,0,210,2,0,18,0,1,0,0,0,0,0,4,2,0,0,1,1,2,0,3,0,2,0,27,1,0,1,1,0,0,8,0,0,11,1,0,0,446.3099999999883,[1242.11337076 6209.4330543 ],1223,107
23,0,0,0,3,0,1,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1,1,1,1,72,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,52,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,6,3,1,1,0,0,9,7,0,2,0,3,0,0,1,0,0,0,0,16,8,0,0,0,0,0,4,1,0,1,0,1,1,2,0,0,0,0,0,0,5,1,1,0,58,0,0,3,0,1,1,7,1,0,4,3,1,2,0,16,3,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,1,0,0,0,1,6,5,4,1,0,0,20,0,0,1,0,0,1,1,0,0,0,0,0,0,3,1,1,0,0,0,3,20,0,62,0,0,2,1,1,0,0,0,0,10,1,1,0,0,0,0,0,0,0,0,2,0,244,0,0,0,0,2,1,0,0,0,0,0,18,1,0,15,0,1,0,32,0,0,1,8,0,0,0,0,0,2,0,3,0,6,0,22,0,0,0,1,0,1,34,0,0,8,3,0,0,234.09000000000208,[1244.81337076 6157.2330543 ],886,107
24,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,38,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,6,1,1,0,0,0,5,10,0,2,0,2,0,0,0,1,0,0,0,6,4,0,0,0,1,0,1,2,0,2,0,0,1,2,0,0,0,0,0,0,4,0,2,0,78,0,0,2,0,2,0,4,1,0,3,0,0,1,0,6,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,3,0,1,0,0,0,0,1,9,4,1,1,1,0,18,0,0,0,0,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,20,0,52,0,1,4,9,0,2,0,0,0,14,0,0,1,2,0,0,0,0,0,0,2,0,250,1,4,0,0,3,0,0,0,0,0,0,18,3,0,11,0,0,0,6,0,0,2,5,0,0,0,0,0,0,0,3,0,6,0,26,0,0,1,0,0,0,16,0,0,4,3,1,0,192.780000000005,[1245.71337076 6185.5830543 ],766,107
25,0,0,0,3,1,0,0,0,0,2,0,0,1,1,3,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,3,1,0,0,0,1,1,0,2,0,62,0,0,0,3,1,1,0,0,0,0,1,1,0,2,1,34,0,0,0,1,0,0,0,0,0,7,1,2,1,0,5,0,0,0,3,2,2,0,0,0,7,2,0,0,0,3,0,0,1,5,0,0,0,10,0,0,0,0,1,0,7,4,0,0,0,0,0,2,0,0,0,0,0,0,3,0,1,0,28,0,0,6,0,1,0,0,2,0,3,2,0,1,0,16,1,0,0,0,0,0,0,0,0,1,0,3,3,0,0,3,0,0,0,0,1,0,0,13,1,1,0,1,0,32,0,0,0,0,1,4,1,0,1,1,0,1,0,1,0,0,1,0,0,2,18,0,58,1,0,2,11,0,2,0,0,0,10,3,7,0,3,1,1,1,0,0,0,4,0,290,0,0,0,0,1,0,0,0,0,0,5,18,3,1,12,0,1,1,20,0,0,1,6,2,0,0,2,0,1,0,3,0,6,0,28,0,0,1,1,0,0,16,1,0,6,3,1,1,374.21999999998803,[1252.91337076 6143.2830543 ],895,105
26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,1,2,1,0,2,0,0,18,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,10,1,0,1,0,0,0,0,0,0,1,1,0,0,0,3,0,1,0,0,3,0,1,0,0,2,19,0,0,0,3,0,0,0,2,0,0,0,20,4,0,1,1,3,0,3,0,0,2,0,1,13,2,0,1,0,0,0,0,0,0,0,0,36,0,0,5,0,0,0,0,0,1,0,1,0,1,0,24,1,1,0,0,1,0,0,0,0,1,0,10,0,0,0,2,0,0,0,0,0,0,0,20,1,2,2,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,1,18,0,20,0,0,7,6,0,1,0,0,0,14,4,2,0,3,0,0,0,0,1,0,2,3,252,0,0,3,0,1,1,0,0,0,0,1,24,1,0,4,0,1,1,30,0,0,9,11,1,0,9,1,1,1,0,0,0,5,0,36,0,0,0,0,1,1,6,2,0,10,0,0,3,291.5999999999967,[1253.36337076 6074.8830543 ],755,105
27,0,0,0,2,1,2,2,1,1,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,1,0,2,0,2,1,0,130,2,0,0,3,0,0,0,0,0,0,0,0,1,3,0,66,0,0,0,0,0,0,0,0,0,11,2,5,0,0,1,0,0,0,5,4,0,0,0,0,9,23,0,1,0,5,0,0,0,5,0,0,0,10,12,0,2,2,5,1,4,3,0,1,0,0,2,2,0,0,1,0,0,0,8,0,4,0,124,0,0,6,0,2,1,4,2,0,2,0,0,0,0,20,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,7,0,1,0,0,0,1,0,10,2,4,4,2,0,40,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,24,0,116,0,1,9,12,0,1,0,0,0,26,1,1,0,3,0,0,0,0,0,0,9,1,348,0,2,0,0,4,1,0,0,0,0,0,42,3,0,12,0,2,0,24,0,0,2,11,1,0,0,0,1,1,0,1,0,3,0,28,0,0,1,0,0,1,22,1,0,7,1,0,0,262.4399999999978,[1258.76337076 6173.8830543 ],1334,107
28,0,0,0,1,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,34,0,0,0,0,0,0,0,1,0,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,1,0,1,0,0,0,1,0,0,0,8,2,0,0,1,2,0,0,2,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,32,0,0,3,0,0,0,0,0,0,1,1,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,8,0,16,0,0,3,6,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,3,148,0,1,0,0,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,9,0,0,0,0,0,0,8,1,0,2,0,0,0,206.5499999999994,[1259.21337076 6231.0330543 ],382,105
29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,0,0,0,0,12,1,0,0,2,0,0,0,0,0,0,1,0,0,1,0,12,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,2,0,0,0,0,2,5,2,0,0,0,0,0,0,5,0,0,0,274,90,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,1,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,2,0,1,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,9,0,0,28,0,76,0,0,1,4,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,18,0,1,1,1,2,0,0,0,0,0,0,10,1,0,5,0,0,0,4,0,0,0,8,0,0,1,0,0,1,0,0,0,3,0,5,0,1,1,0,0,1,0,0,0,5,2,0,0,218.7000000000006,[1264.16337076 6209.4330543 ],649,107
30,0,0,0,2,0,1,0,0,0,2,0,2,0,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,1,0,3,1,0,0,1,0,1,0,1,0,42,0,0,0,1,3,0,0,0,0,0,1,0,1,0,0,66,0,0,0,0,0,0,0,0,0,7,1,6,0,0,0,1,0,0,4,2,0,1,0,0,2,5,1,5,0,5,0,0,0,2,0,0,2,46,10,0,1,1,2,0,4,0,0,2,0,0,1,4,1,0,0,0,1,0,1,1,0,0,112,1,0,3,0,0,0,2,2,0,1,1,0,1,0,26,1,1,0,0,0,0,1,0,0,0,0,9,2,0,1,6,0,0,0,0,0,0,0,18,1,2,2,2,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,40,0,28,1,0,2,10,0,0,0,0,0,30,0,5,0,4,0,0,0,0,0,0,4,2,254,0,2,0,0,1,1,2,0,0,0,0,34,0,0,10,0,0,0,46,0,0,4,9,1,0,0,1,0,1,0,2,1,8,0,43,1,0,0,1,0,0,10,0,0,6,2,0,0,246.23999999999248,[1269.11337076 6073.9830543 ],1036,107
